time_ps,DeltaT_mean_K,DeltaT_SEM_K,Integral_DeltaT_Kps,Q_hot_mean_eV,Q_cold_mean_eV,Q_sym_mean_eV,Q_sym_SEM_eV,T_all_mean_K,fit_mask,Q_sym_fit_eV
7.5,43.79294968107194,0.695131759595512,345.4550704142651,3.739791748586549,3.7396126010948136,3.7397021748406813,0.21622814551026398,300.12152312552814,1,3.5789434889176786
8.0,43.28299101202266,0.7486171702256968,367.2240555875387,3.9860479792601837,3.9859984398048254,3.9860232095325046,0.2317162378078476,299.73757014601887,1,3.7732544460198114
8.5,43.04867498477373,0.6669939602316863,388.8069720867378,4.106335322640916,4.106195748360006,4.1062655355004605,0.28576949378812116,299.91925244919264,1,3.9659045456286637
9.0,42.40846744553296,0.662636618682928,410.1712576943145,4.353826706910377,4.353651408125188,4.353739057517783,0.2614721692236606,299.9180195789142,1,4.156603135901408
9.5,42.548493621165775,0.6663262719298646,431.4104979609892,4.706885856945019,4.706660601769181,4.7067732293571,0.25750458002292825,300.21430143949186,1,4.346185565743226
10.0,41.895003270555,0.5825670150353334,452.52137218391937,4.804499022136224,4.804353005775011,4.804426013955617,0.2837431268536779,299.81024671626943,1,4.534622194408697
10.5,41.82871026281931,0.6468341872897597,473.45230056726297,4.9791196357374705,4.978927690459204,4.979023663098337,0.32284929414279756,300.08329296470754,1,4.721452618281511
11.0,41.178000233189536,0.6137791313077826,494.20397819126515,5.220382763471434,5.220169747565706,5.22027625551857,0.33753368441831777,300.078222942036,1,4.9066830416797185
11.5,41.17710223257335,0.5197815701756172,514.7927538077058,5.285477116023094,5.28537393563056,5.285425525826827,0.317600724177439,299.79299655076915,1,5.090459394309299
12.0,40.67522663827933,0.7356682949515732,535.255836025419,5.45155949433115,5.451419850330967,5.451489672331059,0.29234586858468087,299.8499185111118,1,5.273113801914168
12.5,40.76358620467765,0.7017843107368438,555.6155392361582,5.539937874197267,5.539656022774397,5.539796948485832,0.2988279969912782,300.2414014012176,1,5.454845443775504
13.0,40.531556383697044,0.6167560665193479,575.9393248832519,5.802223450957854,5.802091154185291,5.8021573025715725,0.3197461876285648,299.95353794570866,1,5.636256483821314
13.5,39.96043912167752,0.6406016701253079,596.0623237595955,6.0325364541824005,6.032364946769303,6.032450700475851,0.3136773356617121,300.0082130567681,1,5.815875291969892
14.0,40.28446881647913,0.6862039504851435,616.1235507441347,6.068767776588902,6.0685193380306375,6.06864355730977,0.29504333855688003,299.9407815095166,1,5.994942721387538
14.5,39.49961707188594,0.5951817767513251,636.069572216226,6.264803428858431,6.264631161894977,6.264717295376704,0.33894978453216074,299.88562082431844,1,6.172981821132991
15.0,39.30545529961005,0.6511860003681622,655.7708403091,6.373737893641874,6.3735141035003835,6.3736259985711285,0.3468684867161452,299.85746076858345,1,6.348836241023543
15.5,39.19735388092225,0.6975102758505985,675.3965426042331,6.448052505984333,6.447783568269552,6.447918037126942,0.3239287125082765,300.03500282341525,1,6.52401615714801
16.0,38.80208901436005,0.6604956290154725,694.8964033280537,6.537412063509555,6.5372177653800465,6.537314914444801,0.35735202583824005,299.70725032698243,1,6.6980728056524965
16.5,39.047600574202114,0.7021396767689215,714.3588257251943,6.606491664932901,6.6062942566999485,6.606392960816424,0.3523424695550521,299.8221414983511,1,6.871795277941069
17.0,38.644943154048036,0.645309621402192,733.7819616572568,6.74995251077994,6.749752796755456,6.749852653767698,0.3479778754860147,299.917270912792,1,7.045167077445876
17.5,38.1610589014698,0.6835473974743803,752.9834621711362,7.071419764376969,7.071083585190172,7.0712516747835705,0.3523329644539878,299.9504601748238,1,7.216560549073104
18.0,37.821955840525526,0.5804633048798409,771.979215856635,7.378773618151717,7.378482121574962,7.378627869863339,0.3565427178816581,300.01858392448304,1,7.386117515101877
18.5,37.538731238676306,0.6053874002938827,790.8193876264355,7.5379443021954105,7.537776481125183,7.537860391660297,0.36709324718764097,299.6982282132722,1,7.554285749836726
19.0,37.60400003569831,0.6988909504570981,809.6050704450291,7.681238240822085,7.680971725109885,7.681104982965985,0.37987516900849655,299.99595183965573,1,7.721967613701448
19.5,36.875231673038755,0.6879032451075058,828.2248783722134,7.952709812074,7.952300656575062,7.952505234324531,0.3191372717552215,300.122362296136,1,7.888168870700374
20.0,36.67195164078136,0.7272510618757781,846.6116742006684,7.982548391092768,7.982177508476525,7.982362949784647,0.3487401065761,299.82763240015595,1,8.052290251050936
20.5,36.419654764685205,0.6725466991161206,864.884575802035,8.164309524809005,8.16376661151953,8.164038068164269,0.3923682000940362,300.3411199604591,1,8.215395006322387
21.0,36.28748088080606,0.6025427344589743,883.0613597134078,8.377491833977274,8.377220247704463,8.37735604084087,0.3809274211580329,299.78832840716075,1,8.377641810697714
21.5,35.95302810964521,0.6727632470833063,901.1214869610207,8.525648967972439,8.525188276534573,8.525418622253506,0.3453348085529367,299.96150927523786,1,8.538847332357879
22.0,36.09925367829277,0.6833303104836419,919.1345574080051,8.643078083202635,8.64265953388076,8.642868808541698,0.32513241108137214,299.99975362678236,1,8.699632822863835
22.5,35.41622611695306,0.7104166787616749,937.0134273568166,8.796192204183853,8.795877972780364,8.796035088482109,0.3353332392387755,299.75669196190927,1,8.85922043358642
23.0,34.99660172662915,0.7291624879943488,954.6166343177122,8.840544922268782,8.840089955120856,8.84031743869482,0.37600121372352413,299.84427140843707,1,9.016347463873435
23.5,34.65161611393417,0.7237289259086794,972.028688777853,9.12814946703038,9.12774615422004,9.12794781062521,0.3683775686999991,299.7790313990568,1,9.17176825819775
24.0,34.5527009380841,0.6661044850777194,989.3297680408575,9.456213499775368,9.455788761855,9.456001130815185,0.3620318845925782,299.9978757066794,1,9.326198482837787
24.5,34.603759842384264,0.7229368459150382,1006.6188832359746,9.571553374814494,9.571083014175747,9.57131819449512,0.37809905323458515,300.1390704985959,1,9.480521915660772
25.0,34.54305161720107,0.7199994456418183,1023.905586100871,9.557358591000774,9.557022779940052,9.557190685470413,0.3868950690875667,299.7648871228202,1,9.634823815913895
25.5,34.259729154307195,0.8089900970845691,1041.106281293748,9.68160050120573,9.6811467488993,9.681373625052515,0.3629644669994837,300.09368752081457,1,9.788358007753642
26.0,33.81426870271736,0.7077950873960603,1058.1247807580041,9.876151032639154,9.875678356943718,9.875914694791437,0.3353542335432924,300.07270210780723,1,9.940265912188329
26.5,33.67793947914613,0.6541616322583208,1074.99783280347,10.065123051567799,10.06470554930056,10.064914300434179,0.37607171984627,300.03793792349035,1,10.090875546311917
27.0,33.95575598497193,0.703959301889428,1091.9062566694995,10.102645369609036,10.102113090430247,10.102379230019642,0.40920792474223966,300.05131865486663,1,10.24180091092333
27.5,33.37699404416539,0.6729004464413402,1108.7394441767838,10.223058353421994,10.222505735944287,10.22278204468314,0.3891923458805869,299.9798022792152,1,10.392054712356195
28.0,32.83783878953479,0.6826468277437362,1125.2931523852087,10.395628027194789,10.395146715199918,10.395387371197353,0.3915439720985556,299.94023393002783,1,10.5398138687875
28.5,32.530968474798634,0.7263961134615268,1141.635354201292,10.348757445679848,10.348282609594753,10.348520027637301,0.38207672140004273,299.71469563118643,1,10.685685109489064
29.0,32.17965773133865,0.7035110091516443,1157.8130107528264,10.60988228297847,10.609440618729787,10.609661450854128,0.40996131853674284,299.6622656043839,1,10.830087611634987
29.5,32.54041932356493,0.7129631206874121,1173.9930300165522,10.84312225083263,10.842611824114465,10.842867037473548,0.4152827316136422,299.8397377584339,1,10.974511203457974
30.0,32.02273138738101,0.6315332883960152,1190.1338176942886,11.106777251705989,11.106255525984853,11.10651638884542,0.4096170070313683,299.93739035317606,1,11.11858461235045
30.5,31.410267706570757,0.736789155531233,1205.9920674677765,11.191990555997473,11.191436964220339,11.191713760108906,0.4125183996770522,299.8326853127772,1,11.260136074989795
31.0,31.710704560917556,0.6762234930644945,1221.7723105346486,11.228858454098736,11.228401844860127,11.228630149479432,0.39165022363364954,299.88488263716306,1,11.40099124619882
31.5,31.523815887323373,0.6990540348407802,1237.5809406467088,11.284772619761544,11.284205538540482,11.284489079151012,0.38529221441517664,300.05713878800714,1,11.54209980147127
32.0,31.418761454874804,0.7351133083460891,1253.3165849822583,11.514380816908442,11.513785169659604,11.514082993284024,0.42855843592956705,300.0947858247879,1,11.682556882365114
32.5,31.802194713580597,0.6857811123717483,1269.1218240243722,11.488317771056426,11.487598459769288,11.487958115412857,0.4401463822986015,300.3324281972291,1,11.823635168792158
33.0,31.099918052243943,0.6680465818580541,1284.8473522158283,11.823436158994218,11.822904242904588,11.823170200949402,0.46860331884971906,299.92729465531244,1,11.964001952521237
33.5,30.644783974502126,0.7379494884374971,1300.283527722515,12.093265166466608,12.0925390376,12.092902102033303,0.48348248984788006,300.2477442967858,1,12.101785960954631
34.0,30.340868061453385,0.66901637734019,1315.5299407315038,12.121812258202544,12.12129222204021,12.121552240121378,0.4623006499453444,299.70082515803256,1,12.237876140656175
34.5,30.01879898303264,0.7521547369886188,1330.6198574926252,12.146512318728446,12.145954582648846,12.146233450688646,0.4526842412710305,299.85211978466253,1,12.37256942769304
35.0,29.640620207315436,0.7763303735422401,1345.5347122902122,12.615772279140083,12.615096311994602,12.615434295567344,0.46486057326980457,299.99377834270007,1,12.505700103638217
35.5,29.862526104534037,0.8048543931919627,1360.4104988681745,12.873995057741558,12.873397212169948,12.873696134955754,0.47027608966598256,300.12899509332436,1,12.638482054868525
36.0,29.79895938256501,0.7562655858971452,1375.3258702399492,12.892055727755041,12.891306625200377,12.891681176477709,0.47456612017101174,299.9989261789059,1,12.771617341778525
36.5,29.454889943466803,0.6581909549844227,1390.139332571457,12.90441280859891,12.903579182234898,12.903995995416903,0.4868184655692413,300.13227361624433,1,12.903842983935036
37.0,28.8266336091131,0.7513692615294684,1404.709713459602,13.069914805306599,13.069173059319473,13.069543932313035,0.4745827272023875,299.9280738563004,1,13.033898870012536
37.5,28.702262042514292,0.6283339443844657,1419.0919373725087,13.267145903468872,13.26655541513519,13.266850659302031,0.4372513347459572,299.8480217945777,1,13.162275258325076
38.0,28.76895120338014,0.5600175504422437,1433.4597406839823,13.289552446431117,13.288706347820517,13.289129397125816,0.4329144210283239,300.1648428694485,1,13.290522927689803
38.5,28.468177151420754,0.6879875623806729,1447.7690227726825,13.49666250315986,13.4958567536396,13.49625962839973,0.4833468581173389,299.9943950482158,1,13.418248233944013
39.0,28.42975223227876,0.5650928744898455,1461.9935051186073,13.60683782176975,13.60610959916994,13.606473710469846,0.4971488087567534,299.8763222556733,1,13.545216613816514
39.5,27.71553208007507,0.6603760781758999,1476.0298261966957,13.716601643236118,13.71586864375513,13.716235143495624,0.4784507579095567,299.8741548823511,1,13.670505457608126
40.0,28.045289119768245,0.6417330378038055,1489.9700314966565,13.770415967388772,13.76975221371922,13.770084090553997,0.4831156560456428,299.77064614034185,1,13.794936367569019
40.5,27.52589255297329,0.783389300662257,1503.862826914842,13.951808295860065,13.951031919049637,13.951420107454851,0.5215396151025649,299.9880896659562,1,13.918944094757238
41.0,27.109584140454206,0.7151680631649933,1517.5216960881987,14.12252974928706,14.121712402254342,14.122121075770702,0.4831371922311343,300.01076749980336,1,14.040863785587211
